DATALOGGER N. 11028
              
              
	DATE    	TIME  	T1	T2	T3	T4	DI1	DI2	DI3	DI4	DO1	DO2	POn	T.c          
 19235 	20/05/2006	16:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19236 	20/05/2006	17:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19237 	20/05/2006	17:30	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19238 	20/05/2006	18:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19239 	20/05/2006	18:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19240 	20/05/2006	19:00	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19241 	20/05/2006	19:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19242 	20/05/2006	20:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19243 	20/05/2006	20:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19244 	20/05/2006	21:00	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19245 	20/05/2006	21:30	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19246 	20/05/2006	22:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19247 	20/05/2006	22:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19248 	20/05/2006	23:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19249 	20/05/2006	23:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19250 	21/05/2006	00:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19251 	21/05/2006	00:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19252 	21/05/2006	01:00	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19253 	21/05/2006	01:30	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19254 	21/05/2006	02:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19255 	21/05/2006	02:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19256 	21/05/2006	03:00	-1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19257 	21/05/2006	03:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19258 	21/05/2006	04:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19259 	21/05/2006	04:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19260 	21/05/2006	05:00	-0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19261 	21/05/2006	05:30	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19262 	21/05/2006	06:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19263 	21/05/2006	06:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19264 	21/05/2006	07:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19265 	21/05/2006	07:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19266 	21/05/2006	08:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19267 	21/05/2006	08:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19268 	21/05/2006	09:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19269 	21/05/2006	09:30	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19270 	21/05/2006	10:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19271 	21/05/2006	10:30	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19272 	21/05/2006	11:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19273 	21/05/2006	11:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19274 	21/05/2006	12:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19275 	21/05/2006	12:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19276 	21/05/2006	13:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19277 	21/05/2006	13:30	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19278 	21/05/2006	14:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19279 	21/05/2006	14:30	-0,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19280 	21/05/2006	15:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19281 	21/05/2006	15:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19282 	21/05/2006	16:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19283 	21/05/2006	16:30	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19284 	21/05/2006	17:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19285 	21/05/2006	17:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19286 	21/05/2006	18:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19287 	21/05/2006	18:30	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19288 	21/05/2006	19:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19289 	21/05/2006	19:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19290 	21/05/2006	20:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19291 	21/05/2006	20:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19292 	21/05/2006	21:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19293 	21/05/2006	21:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19294 	21/05/2006	22:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19295 	21/05/2006	22:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19296 	21/05/2006	23:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19297 	21/05/2006	23:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19298 	22/05/2006	00:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19299 	22/05/2006	00:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19300 	22/05/2006	01:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19301 	22/05/2006	01:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19302 	22/05/2006	02:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19303 	22/05/2006	02:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19304 	22/05/2006	03:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19305 	22/05/2006	03:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19306 	22/05/2006	04:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19307 	22/05/2006	04:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19308 	22/05/2006	05:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19309 	22/05/2006	05:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19310 	22/05/2006	06:00	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19311 	22/05/2006	06:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19312 	22/05/2006	07:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19313 	22/05/2006	07:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19314 	22/05/2006	08:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19315 	22/05/2006	08:30	 2,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19316 	22/05/2006	09:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19317 	22/05/2006	09:30	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19318 	22/05/2006	10:00	 1,5 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19319 	22/05/2006	10:30	 0 	 9,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19320 	22/05/2006	11:00	 1,5 	 10 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		     
 19321 	22/05/2006	11:30	 2 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19322 	22/05/2006	12:00	 2,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19323 	22/05/2006	12:30	-0,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19324 	22/05/2006	13:00	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19325 	22/05/2006	13:30	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19326 	22/05/2006	14:00	 3,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19327 	22/05/2006	14:30	 1 	 1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19328 	22/05/2006	15:00	 1 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19329 	22/05/2006	15:30	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19330 	22/05/2006	16:00	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19331 	22/05/2006	16:30	 3 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19332 	22/05/2006	17:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19333 	22/05/2006	17:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19334 	22/05/2006	18:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19335 	22/05/2006	18:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19336 	22/05/2006	19:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19337 	22/05/2006	19:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19338 	22/05/2006	20:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19339 	22/05/2006	20:30	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19340 	22/05/2006	21:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19341 	22/05/2006	21:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19342 	22/05/2006	22:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19343 	22/05/2006	22:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19344 	22/05/2006	23:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19345 	22/05/2006	23:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19346 	23/05/2006	00:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19347 	23/05/2006	00:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19348 	23/05/2006	01:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19349 	23/05/2006	01:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19350 	23/05/2006	02:00	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19351 	23/05/2006	02:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19352 	23/05/2006	03:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19353 	23/05/2006	03:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19354 	23/05/2006	04:00	-0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19355 	23/05/2006	04:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19356 	23/05/2006	05:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19357 	23/05/2006	05:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19358 	23/05/2006	06:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19359 	23/05/2006	06:30	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19360 	23/05/2006	07:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19361 	23/05/2006	07:30	 3 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19362 	23/05/2006	08:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19363 	23/05/2006	08:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19364 	23/05/2006	09:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19365 	23/05/2006	09:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19366 	23/05/2006	10:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19367 	23/05/2006	10:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19368 	23/05/2006	11:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19369 	23/05/2006	11:30	 4 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19370 	23/05/2006	12:00	 0,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19371 	23/05/2006	12:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19372 	23/05/2006	13:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19373 	23/05/2006	13:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19374 	23/05/2006	14:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19375 	23/05/2006	14:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19376 	23/05/2006	15:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19377 	23/05/2006	15:30	-0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19378 	23/05/2006	16:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19379 	23/05/2006	16:30	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19380 	23/05/2006	17:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19381 	23/05/2006	17:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19382 	23/05/2006	18:00	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19383 	23/05/2006	18:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19384 	23/05/2006	19:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19385 	23/05/2006	19:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19386 	23/05/2006	20:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19387 	23/05/2006	20:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19388 	23/05/2006	21:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19389 	23/05/2006	21:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19390 	23/05/2006	22:00	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19391 	23/05/2006	22:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19392 	23/05/2006	23:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19393 	23/05/2006	23:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19394 	24/05/2006	00:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19395 	24/05/2006	00:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19396 	24/05/2006	01:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19397 	24/05/2006	01:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19398 	24/05/2006	02:00	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19399 	24/05/2006	02:30	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19400 	24/05/2006	03:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19401 	24/05/2006	03:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19402 	24/05/2006	04:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19403 	24/05/2006	04:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19404 	24/05/2006	05:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19405 	24/05/2006	05:30	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19406 	24/05/2006	06:00	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19407 	24/05/2006	06:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19408 	24/05/2006	07:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19409 	24/05/2006	07:30	 2,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19410 	24/05/2006	08:00	 0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19411 	24/05/2006	08:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19412 	24/05/2006	09:00	 2,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19413 	24/05/2006	09:30	 0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19414 	24/05/2006	10:00	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19415 	24/05/2006	10:30	 2 	 1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19416 	24/05/2006	11:00	 0,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19417 	24/05/2006	11:30	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19418 	24/05/2006	12:00	 1,5 	 1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19419 	24/05/2006	12:30	 2 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19420 	24/05/2006	13:00	 0,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19421 	24/05/2006	13:30	 1,5 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19422 	24/05/2006	14:00	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19423 	24/05/2006	14:30	 1 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19424 	24/05/2006	15:00	 1 	 2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19425 	24/05/2006	15:30	 2 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19426 	24/05/2006	16:00	 7 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19427 	24/05/2006	16:30	 5 	 10 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		       
 19428 	24/05/2006	17:00	 0 	 6 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19429 	24/05/2006	17:30	 1,5 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19430 	24/05/2006	18:00	 2 	 4,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19431 	24/05/2006	18:30	-1 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19432 	24/05/2006	19:00	 2 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19433 	24/05/2006	19:30	 1 	 4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19434 	24/05/2006	20:00	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19435 	24/05/2006	20:30	-0,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19436 	24/05/2006	21:00	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19437 	24/05/2006	21:30	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19438 	24/05/2006	22:00	-0,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19439 	24/05/2006	22:30	 1,5 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19440 	24/05/2006	23:00	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19441 	24/05/2006	23:30	-0,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19442 	25/05/2006	00:00	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19443 	25/05/2006	00:30	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19444 	25/05/2006	01:00	-1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19445 	25/05/2006	01:30	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19446 	25/05/2006	02:00	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19447 	25/05/2006	02:30	 1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19448 	25/05/2006	03:00	 1 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19449 	25/05/2006	03:30	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19450 	25/05/2006	04:00	 2 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19451 	25/05/2006	04:30	 0 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19452 	25/05/2006	05:00	 1,5 	 3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19453 	25/05/2006	05:30	 1,5 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19454 	25/05/2006	06:00	 0 	 7 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19455 	25/05/2006	06:30	 1,5 	 7 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19456 	25/05/2006	07:00	 2,5 	 6,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19457 	25/05/2006	07:30	 1 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19458 	25/05/2006	08:00	 1,5 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19459 	25/05/2006	08:30	 2 	 5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 19460 	25/05/2006	09:00	 1 	 6,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19461 	25/05/2006	09:30	 1,5 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19462 	25/05/2006	10:00	 2 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19463 	25/05/2006	10:30	-0,5 	 6,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19464 	25/05/2006	11:00	 2,5 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 19465 	25/05/2006	11:30	 1 	 6,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 19466 	25/05/2006	12:00	 1,5 	 5,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
