DATALOGGER N. 11028
              
              
	DATE    	TIME  	T1	T2	T3	T4	DI1	DI2	DI3	DI4	DO1	DO2	POn	T.c          
 10762 	25/11/2005	03:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10763 	25/11/2005	04:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10764 	25/11/2005	04:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10765 	25/11/2005	05:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10766 	25/11/2005	05:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10767 	25/11/2005	06:00	 0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10768 	25/11/2005	06:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10769 	25/11/2005	07:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10770 	25/11/2005	07:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10771 	25/11/2005	08:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10772 	25/11/2005	08:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10773 	25/11/2005	09:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10774 	25/11/2005	09:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10775 	25/11/2005	10:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10776 	25/11/2005	10:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10777 	25/11/2005	11:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10778 	25/11/2005	11:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10779 	25/11/2005	12:00	 0 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10780 	25/11/2005	12:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10781 	25/11/2005	13:00	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10782 	25/11/2005	13:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10783 	25/11/2005	14:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10784 	25/11/2005	14:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10785 	25/11/2005	15:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10786 	25/11/2005	15:30	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10787 	25/11/2005	16:00	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10788 	25/11/2005	16:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10789 	25/11/2005	17:00	-0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10790 	25/11/2005	17:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10791 	25/11/2005	18:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10792 	25/11/2005	18:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10793 	25/11/2005	19:00	 3 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10794 	25/11/2005	19:30	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10795 	25/11/2005	20:00	 1 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10796 	25/11/2005	20:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10797 	25/11/2005	21:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10798 	25/11/2005	21:30	 0,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10799 	25/11/2005	22:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10800 	25/11/2005	22:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10801 	25/11/2005	23:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10802 	25/11/2005	23:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10803 	26/11/2005	00:00	 1,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10804 	26/11/2005	00:30	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10805 	26/11/2005	01:00	 0 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10806 	26/11/2005	01:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10807 	26/11/2005	02:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10808 	26/11/2005	02:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10809 	26/11/2005	03:00	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10810 	26/11/2005	03:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10811 	26/11/2005	04:00	 1,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10812 	26/11/2005	04:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10813 	26/11/2005	05:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10814 	26/11/2005	05:30	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10815 	26/11/2005	06:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10816 	26/11/2005	06:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10817 	26/11/2005	07:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10818 	26/11/2005	07:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10819 	26/11/2005	08:00	 0 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10820 	26/11/2005	08:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10821 	26/11/2005	09:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10822 	26/11/2005	09:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10823 	26/11/2005	10:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10824 	26/11/2005	10:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10825 	26/11/2005	11:00	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10826 	26/11/2005	11:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10827 	26/11/2005	12:00	 1 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10828 	26/11/2005	12:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10829 	26/11/2005	13:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10830 	26/11/2005	13:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10831 	26/11/2005	14:00	-1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10832 	26/11/2005	14:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10833 	26/11/2005	15:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10834 	26/11/2005	15:30	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10835 	26/11/2005	16:00	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10836 	26/11/2005	16:30	-0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10837 	26/11/2005	17:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10838 	26/11/2005	17:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10839 	26/11/2005	18:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10840 	26/11/2005	18:30	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10841 	26/11/2005	19:00	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10842 	26/11/2005	19:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10843 	26/11/2005	20:00	 2 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10844 	26/11/2005	20:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10845 	26/11/2005	21:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10846 	26/11/2005	21:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10847 	26/11/2005	22:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10848 	26/11/2005	22:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10849 	26/11/2005	23:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10850 	26/11/2005	23:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10851 	27/11/2005	00:00	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10852 	27/11/2005	00:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10853 	27/11/2005	01:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10854 	27/11/2005	01:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10855 	27/11/2005	02:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10856 	27/11/2005	02:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10857 	27/11/2005	03:00	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10858 	27/11/2005	03:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10859 	27/11/2005	04:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10860 	27/11/2005	04:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10861 	27/11/2005	05:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10862 	27/11/2005	05:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10863 	27/11/2005	06:00	 0 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10864 	27/11/2005	06:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10865 	27/11/2005	07:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10866 	27/11/2005	07:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10867 	27/11/2005	08:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10868 	27/11/2005	08:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10869 	27/11/2005	09:00	-0,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10870 	27/11/2005	09:30	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10871 	27/11/2005	10:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10872 	27/11/2005	10:30	 3 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10873 	27/11/2005	11:00	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10874 	27/11/2005	11:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10875 	27/11/2005	12:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10876 	27/11/2005	12:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10877 	27/11/2005	13:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10878 	27/11/2005	13:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10879 	27/11/2005	14:00	 0 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10880 	27/11/2005	14:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10881 	27/11/2005	15:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10882 	27/11/2005	15:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10883 	27/11/2005	16:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10884 	27/11/2005	16:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10885 	27/11/2005	17:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10886 	27/11/2005	17:30	-0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10887 	27/11/2005	18:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10888 	27/11/2005	18:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10889 	27/11/2005	19:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10890 	27/11/2005	19:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10891 	27/11/2005	20:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10892 	27/11/2005	20:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10893 	27/11/2005	21:00	-0,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10894 	27/11/2005	21:30	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10895 	27/11/2005	22:00	 1 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10896 	27/11/2005	22:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10897 	27/11/2005	23:00	 1,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10898 	27/11/2005	23:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10899 	28/11/2005	00:00	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10900 	28/11/2005	00:30	 0,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10901 	28/11/2005	01:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10902 	28/11/2005	01:30	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10903 	28/11/2005	02:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10904 	28/11/2005	02:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10905 	28/11/2005	03:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10906 	28/11/2005	03:30	 2 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10907 	28/11/2005	04:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10908 	28/11/2005	04:30	 0,5 	-4 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10909 	28/11/2005	05:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10910 	28/11/2005	05:30	 1 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10911 	28/11/2005	06:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10912 	28/11/2005	06:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10913 	28/11/2005	07:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10914 	28/11/2005	07:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10915 	28/11/2005	08:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10916 	28/11/2005	08:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10917 	28/11/2005	09:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10918 	28/11/2005	09:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10919 	28/11/2005	10:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10920 	28/11/2005	10:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10921 	28/11/2005	11:00	 2,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10922 	28/11/2005	11:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10923 	28/11/2005	12:00	 1,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10924 	28/11/2005	12:30	 2 	 3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10925 	28/11/2005	13:00	-1 	 1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10926 	28/11/2005	13:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10927 	28/11/2005	14:00	 2,5 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10928 	28/11/2005	14:30	 0 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10929 	28/11/2005	15:00	 1,5 	 2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10930 	28/11/2005	15:30	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10931 	28/11/2005	16:00	 1,5 	 0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10932 	28/11/2005	16:30	 2 	-0,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10933 	28/11/2005	17:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10934 	28/11/2005	17:30	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10935 	28/11/2005	18:00	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10936 	28/11/2005	18:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10937 	28/11/2005	19:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10938 	28/11/2005	19:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10939 	28/11/2005	20:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10940 	28/11/2005	20:30	 2 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10941 	28/11/2005	21:00	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10942 	28/11/2005	21:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10943 	28/11/2005	22:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10944 	28/11/2005	22:30	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10945 	28/11/2005	23:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10946 	28/11/2005	23:30	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10947 	29/11/2005	00:00	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10948 	29/11/2005	00:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10949 	29/11/2005	01:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10950 	29/11/2005	01:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10951 	29/11/2005	02:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10952 	29/11/2005	02:30	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10953 	29/11/2005	03:00	 2 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10954 	29/11/2005	03:30	 0 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10955 	29/11/2005	04:00	 1 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10956 	29/11/2005	04:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10957 	29/11/2005	05:00	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10958 	29/11/2005	05:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10959 	29/11/2005	06:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10960 	29/11/2005	06:30	 2,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10961 	29/11/2005	07:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10962 	29/11/2005	07:30	 1 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10963 	29/11/2005	08:00	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10964 	29/11/2005	08:30	 0,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10965 	29/11/2005	09:00	 1,5 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10966 	29/11/2005	09:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10967 	29/11/2005	10:00	 2 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10968 	29/11/2005	10:30	 0,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10969 	29/11/2005	11:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10970 	29/11/2005	11:30	 1,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10971 	29/11/2005	12:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10972 	29/11/2005	12:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10973 	29/11/2005	13:00	 2 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10974 	29/11/2005	13:30	 0,5 	-2 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10975 	29/11/2005	14:00	 1 	-3 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10976 	29/11/2005	14:30	 1 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10977 	29/11/2005	15:00	 1,5 	-3,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10978 	29/11/2005	15:30	 1,5 	-2,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10979 	29/11/2005	16:00	 1,5 	-1,5 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		    
 10980 	29/11/2005	16:30	 2,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10981 	29/11/2005	17:00	 0,5 	-1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10982 	29/11/2005	17:30	 1 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10983 	29/11/2005	18:00	 3,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10984 	29/11/2005	18:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10985 	29/11/2005	19:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10986 	29/11/2005	19:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10987 	29/11/2005	20:00	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10988 	29/11/2005	20:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10989 	29/11/2005	21:00	-0,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10990 	29/11/2005	21:30	 1 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		        
 10991 	29/11/2005	22:00	 1,5 	 1 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10992 	29/11/2005	22:30	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
 10993 	29/11/2005	23:00	 1,5 	 0 		  -  	  -  	 Off	 Off	  - 	  - 	 Off	  - 		      
